id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/24352284,J. G. Ballard: Contemporary Critical Perspectives,Journal of the Fantastic in the Arts,2010,,article,book-review,jstor,,2010-01-01,3 (80),21,http://www.jstor.org/stable/24352284,D. Harlan Wilson; Jeannette Baxter,"Brian Attebery, as Editor, for the International Association for the Fantastic in the Arts",eng,492,494,,ballard; atrocity exhibition; baxter; baxters; novels; cyborgian; film adaptations; fantastic; solipsistic voyeur; baudrillard precises,1180,3,unigrams; bigrams; trigrams
ark://27927/pjbhn3gh78g,"Connected Design Learning: Aspiring Designers, Pinterest, and Social Media Literacy",Journal of Interior Design,2023,10.1177/10717641231184214,article,research-article,portico,,2023-08-01,3,48,http://doi.org/10.1177/10717641231184214,Leah Scolere,SAGE Publications,eng,191,206,,pinterest; design; students; interior; design students; connected learning; inspiration; using pinterest; literacy; social,13079,16,unigram; bigram; trigram
ark://27927/phx4nb036mh,"Re-Stirring an Old Pot: Adaptation, Reception and the Search for an Audience in Thomas Dixon's Performance Text(s) of The Clansman",Nineteenth Century Theatre and Film,2007,10.7227/NCTF.34.2.3,article,,portico,,2007-11-01,2,34,http://doi.org/10.7227/NCTF.34.2.3,Stephen Johnson,SAGE Publications,eng,4,46,,clansman; theatre; thomas dixon; m1595 theatre; theatre textqxdgraham; theatre film; old pot; stoneman; leopard’s spots; production,24003,43,unigram; bigram; trigram
ark://27927/phz1fp8qccn,"Merchants and the military in eighteenth‐century Britain: British army contracts and domestic supply, 1739–1763",The Economic History Review,2009,10.1111/j.1468-0289.2009.00493_4.x,article,,portico,,2009-08-01,3,62,http://doi.org/10.1111/j.1468-0289.2009.00493_4.x,Martin Wilcox,"John Wiley & Sons, Inc.",eng,739,741,,economic history; hertfordshire; tabs isbn; policing; imperial; history review; century; medieval; economic history review; contractors,31048,49,unigram; bigram; trigram
ark://27927/phxwn4k505,Carl Cheng,The Photographic Object 1970,2016,,chapter,,portico,,2016-01-01,,,,Mary Statzer,University of California Press,eng,134,140,,photography; sculpture; photography into sculpture; carl cheng; plastic; ansel adams; vacuum formed; fernando valley; film vacuum; san fernando,2347,7,unigram; bigram; trigram
http://www.jstor.org/stable/29790729,"Shifting Boundaries of ""Nativity"" and ""Modernity"" in South Asian Women's Clothes",Dialectical Anthropology,2005,,article,research-article,jstor,,2005-01-01,1,29,http://www.jstor.org/stable/29790729,VINAY BAHL,Springer,eng,85,121,,indian; clothes; vinay bahl; indian women; styles; shifting boundaries; womens; wearing; ethnic; indian dress,16531,37,unigrams; bigrams; trigrams
http://www.jstor.org/stable/jj.3102568,Plessner's Philosophical Anthropology,,2014,,book,book,jstor,,2014-01-01,,,http://www.jstor.org/stable/jj.3102568,Jos de Mul,Amsterdam University Press,eng,,,Amsterdam,plessner; philosophical anthropology; bergson; indeterminacy; kirsten pols; philosophy; political; multiculturalism; laughing and crying; multicultural,200214,,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/41690947,Harlan: In the Shadow of Jew Süss,Cinéaste,2010,,article,book-review,jstor,,2010-10-01,4,35,http://www.jstor.org/stable/41690947,Eric Rentschler; Felix Moeller; Amelia Latscha,"Cineaste Publishers, Inc",eng,44,45,,jud süss; harlans; moellers; riefenstahl; jew süss; moellers film; zeitgeist films; leni riefenstahl; harlans jud; harlans progeny,2255,2,unigrams; bigrams; trigrams
ark://27927/pbd1894zzsv,3. Creating a Mood: Pars pro toto,Saul Bass,2014,,chapter,,portico,,2014-01-01,,,,Jan-Christopher Horak,The University Press of Kentucky,eng,129,190,,poster; saul bass; bonjour tristesse; preminger; golden arm; advertising; advertising campaign; typography; movie posters; design,26219,62,unigram; bigram; trigram
ark://27927/pjb96grtpj3,Digital community,Music Teacher,2023,,article,other,portico,,2023-01-01,1,102,,Robbie Hurst,Mark Allen Group,eng,18,20,,music production; lewisham; lewisham music; lewisham young; young producers; lewisham young producers; people; novelist studio; mfy prom; programme,2511,3,unigram; bigram; trigram
ark://27927/pgh3pd80146,A Two-Year Stretch: The Functions of an Identity Workspace in Mid-Career Identity Work by Management Academics,Journal of Management Inquiry,2014,10.1177/1056492614521692,article,,portico,,2014-10-01,4,23,http://doi.org/10.1177/1056492614521692,Martin Spring; Kate Blackmon; Irene Ng; Kathryn Haynes; Giuliana Battisti; Irena Grugulis,SAGE Publications,eng,379,392,,identity; identity workspace; identity work; fellowship; cohort; services fellow; career; provisional selves; services; workspaces function,11372,14,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn92070146/1942-10-27/ed-1,"Imperial Valley press. : (El Centro, Calif.) 1907-current, issue 1942-10-27","Imperial Valley press. : (El Centro, Calif.) 1907-current",1942,,newspaper,,loc-chronam,,1942-10-27,,,https://chroniclingamerica.loc.gov/lccn/sn92070146/1942-10-27/ed-1/,,D.D. Pellet,eng,1,6,"El Centro, Calif.",,24342,6,unigram; fullText
ark://27927/pgfvb03r9q,Racism: A barrier to entry? Experiences of small ethnic minority retail businesses,International Small Business Journal,2010,10.1177/0266242610363523,article,other,portico,,2010-08-01,4,28,http://doi.org/10.1177/0266242610363523,Geoff Whittam; Mohammed Ishaq; Asifa Hussain,SAGE Publications,eng,362,377,,racism; ethnic; ethnic minorities; shopkeepers; minority; police; strathclyde police; businesses; scottish executive; racial discrimination,9603,16,unigram; bigram; trigram
ark://27927/phzjs6zjs6t,"Lois Weber In Early Hollywood by Shelley Stamp, and: Germaine Dulac: A Cinema Of Sensations by Tami Williams (review)",Canadian Journal of Film Studies,2015,,article,,portico,,2015-01-01,2,24,,Laura Horak,Project MUSE,eng,155,159,,germaine dulac; cinema; colson malleville; film authorship; lois weber; tami williams; lauren rabinovitz; hillel erlanger; hollywood; early hollywood,2237,5,unigram; bigram; trigram
ark://27927/pbd84wv692,Introduction,Millennial Masculinity,2012,,chapter,,portico,,2012-01-01,,,,Timothy Shary,Wayne State University Press,eng,1,16,,masculinity; ws4129 indd; cinema; hollywood; movies; american; american cinema; movie masculinity; film noir; gender,6298,16,unigram; bigram; trigram
ark://27927/phw54nds6p,"Erasure: Alienation, Paranoia, and the Loss of Memory in The X-Files",Camera Obscura,2000,,article,,portico,,2000-09-01,3,15,,Christy L. Burns,Project MUSE,eng,194,225,,paranoia; camera obscura; aliens; erasure; mulder; scully; conspiracy; film noir; memories; narrative,10486,32,unigram; bigram; trigram
ark://27927/pbd188fk4t9,1. The Actor&#39;s (Absent) Role in Film Studies,Negotiating Hollywood,1995,,chapter,,portico,,1995-01-01,,,,Danae Clark,University of Minnesota Press,eng,1,17,,actors; actors absent; film studies; subjectivity; star studies; absent role; actors labor; stardom; star system; actors absent role,7097,17,unigram; bigram; trigram
ark://27927/pgg22d9b84m,Genesis of Youth Cultures in Chile: Coléricos & Carlotos (1955–1964),Young,2012,10.1177/110330881202000405,article,research-article,portico,,2012-11-01,4,20,http://doi.org/10.1177/110330881202000405,Yanko González,SAGE Publications,eng,377,397,,youth cultures; ercilla magazine; motorcycles; malones; segmented cultural; people; jorge sanhueza; gonzález; generational; yanko gonzález,14039,22,unigram; bigram; trigram
ark://27927/phwsj3ktk7,A comparison of self-ratings and non-self-report measures of employee creativity,Human Relations,2012,10.1177/0018726712446015,article,,portico,,2012-08-01,8,65,http://doi.org/10.1177/0018726712446015,Daniel C Feldman; Thomas WH Ng,SAGE Publications,eng,1021,1047,,creativity; ratings; employee creativity; report measures; non self report; self report measures; method variance; positive affect; common method variance; intrinsic motivation,12070,27,unigram; bigram; trigram
ark://27927/phwsj56fx0,Graduate Dress Code,Industry and Higher Education,2015,10.5367/ihe.2015.0261,article,,portico,,2015-08-01,4,29,http://doi.org/10.5367/ihe.2015.0261,Julia Yates; Tristram Hooley; Beth Cutts,SAGE Publications,eng,271,282,,participants; workplace; appearance; career image; graduate; identity; code smoothing; dress code; tattoos; workplace industry,9088,12,unigram; bigram; trigram
ark://27927/phw60q46ps,"New Sites for Shakespeare: Theatre, the Audience, and Asia (review)",Comparative Drama,2011,,article,,portico,,2011-10-05,2,34,, -- Berry Ralph,Project MUSE,eng,253,258,,shakespeare; ceremony; stanislavsky; piazzas; king lear; jessica; theater; portia; russell brown; productions,2557,6,unigram; bigram; trigram
ark://27927/pf1k07k47m,A crack the Cold War consensus: Billy Wilder's The Apartment,Management and Organizational History,2009,10.1177/1744935908101842,article,research-article,portico,,2009-05-01,2,4,http://doi.org/10.1177/1744935908101842,Bert Spector,SAGE Publications,eng,187,201,,baxter; sheldrake; apartment; wilder; corporate; coldwar consensus; larrabee; executives; billy wilder; corporate executives,8398,15,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn92070146/1932-10-13/ed-1,"Imperial Valley press. : (El Centro, Calif.) 1907-current, issue 1932-10-13","Imperial Valley press. : (El Centro, Calif.) 1907-current",1932,,newspaper,,loc-chronam,,1932-10-13,,,https://chroniclingamerica.loc.gov/lccn/sn92070146/1932-10-13/ed-1/,,D.D. Pellet,eng,1,16,"El Centro, Calif.",,44464,16,unigram; fullText
http://www.jstor.org/stable/community.28040005,Los Angeles Free Press,,1972,,newspaper,,reveal,Campus Underground; Independent Voices,1972-09-09,425-Part Two,9,http://www.jstor.org/stable/community.28040005,SAUL-PAUL SIRAG; Edward B. Ficklen; Laurence; Karen; Myrna-Jeanne; William H. Huntley; Robert W. Nikitin; Jeanne-Marie Rosenmeier; Earl Ofari; JACK S MARGOLIS; Albert Geyer; Diane Palmer; J. E. C.; LADY LAURA; GRETHE SAAREN; MICK; LINI WHEELCOCK; CHARLES BUKOWSKI; LYNNE BRONSTEIN,,,,,"Los Angeles, CA",vitamin; viruses; granola; cancer; cancer viruses; saul paul; new alchemy; abortion; homosexuals; lenny bruce,39505,24,unigrams; bigrams; trigrams; fullText
ark://27927/phzfjp5pbq3,Introduction	,Left in the West,2018,,chapter,,portico,,2018-01-01,,,,"Woods, Gioia",University of Nevada Press,eng,,,,american west; literary; literary left; writers; political; proletarian; cultural; literature; ferlinghetti; western,10413,30,unigram; bigram; trigram
ark://27927/phzd144ng00,Recollage as a tool for self-care,Qualitative Research Journal,2019,10.1108/QRJ-04-2019-0039,article,research-article,portico,,2019-09-02,1,20,http://doi.org/10.1108/QRJ-04-2019-0039,Barton Georgina,Emerald Group Publishing,eng,49,62,,reflection; career; garvis; multimodal; flight; education; academic; meta semiotic; reflective practice; meanings,7522,14,unigram; bigram; trigram
ark://27927/pjbhbztxgf2,Destroy All Humans: The Dematerialisation of the Designer in an Age of Automation and its Impact on Graphic Design—A Literature Review,International Journal of Art & Design Education,2023,10.1111/jade.12460,article,researchArticle,portico,,2023-08-01,3,42,http://doi.org/10.1111/jade.12460,Barrie Shannon; Benjamin Matthews; Mark Roxburgh,"John Wiley & Sons, Inc.",eng,367,383,,design; graphic design; design education; automation; visual communication; skills; art design; wiley sons; artificial intelligence; education published,11086,17,unigram; bigram; trigram
http://www.jstor.org/stable/j.ctv513538.16,Black intellectuals in the imperial metropolis and the debate over race and empire in Sanders of the River,Brave new world: Imperial and democratic nation-building in Britain between the wars,2011,,chapter,chapter,jstor,,2011-01-01,,,http://www.jstor.org/stable/j.ctv513538.16,Marc Matera; Laura Beers; Geraint Thomas,University of London Press,eng,227,248,London,robeson; paul robeson; african; empire; black intellectuals; sanders; imperial metropolis; british; colonial; african descent,10065,21,unigrams; bigrams; trigrams; fullText
ark://27927/phz28rv34vz,"Students’ Constructions of a Christian Future: Faith, Class and Aspiration in University Contexts",Sociological Research Online,2017,10.5153/sro.4251,article,,portico,,2017-02-01,1,22,http://doi.org/10.5153/sro.4251,Mathew Guest; Kristin Aune,SAGE Publications,eng,1,13,,christian; christian students; interviewees; aspirations; university; social; universities; careers; future; mountford,10474,13,unigram; bigram; trigram
http://www.jstor.org/stable/j.ctt5vjjn3.9,"Women and the ‘American Way’, 1900–60","Reading the Irish Woman: Studies in Cultural Encounters and Exchange, 1714–1960",2013,,chapter,chapter,jstor,,2013-01-01,,,http://www.jstor.org/stable/j.ctt5vjjn3.9,GERARDINE MEANEY; MARY O’DOWD; BERNADETTE WHELAN,Liverpool University Press,eng,130,176,Liverpool,meaney reading; american; irish times; irish library; ireland; library bulletin; irish independent; cullen eason; magazines; fiction,21784,46,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/25008028,Back Matter,Grand Street,1996,,article,misc,jstor,,1996-04-01,56,,http://www.jstor.org/stable/25008028,,Jean Stein,eng,,,,barnes noble; bookstore; portfolios; courtesy; stories; granta; published; farrar straus; university bookstore; angeles,6607,21,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41687112,Front Matter,Cinéaste,1991,,article,misc,jstor,,1991-01-01,4,18,http://www.jstor.org/stable/41687112,,"Cineaste Publishers, Inc",eng,,,,cinema; costa gavras; andrzej wajda; bertrand tavernier; john sayles; gillo pontecorvo; cineaste; leonard quart; denys arcand; budd schulberg,2235,5,unigrams; bigrams; trigrams
ark://27927/phzg2wpr1p3,Afterword: A Semi-Lime	,Mobilizing India,2006,,chapter,,portico,,2006-01-01,,,,"Niranjana, Tejaswini",Duke University Press,eng,,,,indian; chutney soca; trinidadian; caribbean; trinidad; rikki jai; remo fernandes; denise; indo trinidadian; musicians,11014,32,unigram; bigram; trigram
ark://27927/pbd187mrzw2,Chapter 3 Contested Terrains,Screening Enlightenment,2010,,chapter,,portico,,2010-01-01,,,,"Kitamura, Hiroshi",Cornell University Press,eng,42,61,,occupiers; japanese; matsunaga; sanada; nagasaki; drunken angel; filmmakers; atomic bomb; occupation; script,8785,20,unigram; bigram; trigram
http://www.jstor.org/stable/24531974,THE PERIODICAL PRESS AND THE INTELLECTUAL CULTURE OF CONSERVATISM IN INTERWAR BRITAIN,The Historical Journal,2014,,article,research-article,jstor,,2014-12-01,4,57,http://www.jstor.org/stable/24531974,GARY LOVE,Cambridge University Press,eng,1027,1056,,conservative; periodical; review; baldwin; stanley baldwin; interwar; conservatism; english review; interwar period; conservative party,15484,30,unigrams; bigrams; trigrams
http://www.jstor.org/stable/20686806,The Foreign Film: Student Discussions with a View Toward International Encounter,Journal of the University Film Producers Association,1966,,article,research-article,jstor,,1966-01-01,1,18,http://www.jstor.org/stable/20686806,Ilse Dronberger,University of Illinois Press,eng,11,28,,director subjects; students; culture; principal actors; film education; foreign; movies; foreign film; fuer sozialwissenschaftliche; film art,8244,13,unigrams; bigrams; trigrams
http://www.jstor.org/stable/43798768,"""I Call My Films Subversive"": A Conversation with Mike Leigh",Literature/Film Quarterly,2011,,article,research-article,jstor,,2011-01-01,1,39,http://www.jstor.org/stable/43798768,Bert Cardullo; Mike Leigh,Salisbury University,eng,14,29,,cardullo; mike leigh; films subversive; actors; conversation with mike; hollywood; leighs; character; theres; cinema,8023,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3815291,"Screen Images of the 'Other' in Wilhelmine Germany & the United States, 1890-1918",Film History,1997,,article,research-article,jstor,,1997-01-01,1,9,http://www.jstor.org/stable/3815291,Daniel J. Leab,Indiana University Press,eng,49,70,,german; wilhelmine germany; movies; american; united; states; kaiser; screen images; leab screen; cinema,13086,22,unigrams; bigrams; trigrams
ark://27927/phzfjdk5rd5,3. Against Nazism and with Catholicism? Two Film Industries and the Jewish Filmmaker’s Conundrum	,Screening Transcendence,2018,,chapter,,portico,,2018-01-01,,,,Robert Dassanowsky,Indiana University Press,eng,,,,austrian; german; jewish; austrian film; neufeld; film industry; vienna; kolm fleck; nazism; talent,10523,21,unigram; bigram; trigram
ark://27927/phz957r1nn5,The SAGE Handbook of Process Organization Studies,SAGE KNOWLEDGE,2016,10.4135/9781473957954,book,,portico,,2016-01-01,,,http://doi.org/10.4135/9781473957954,Ann Langley; Haridimos Tsoukas,SAGE Publications,eng,,,,management; organization; organizational; sage langley; research; fmindd; organization studies; process; business school; professor,383417,678,unigram; bigram; trigram
ark://27927/pbd99xqfr1,1 What’s the matter with Jarrettsville? Genre classification as an unstable and opportunistic construct,Exploring CreativityExploring Creativity,2013,10.1017/CBO9781139519724.003,chapter,,portico,,2013-01-01,,,https://doi.org/10.1017/CBO9781139519724.003,Brian Moeran; Bo T. Christensen,Cambridge University Press,eng,43,68,,fiction; literary; counterpoint; clayton childress; literary fiction; historical fiction; romance; genres; cornelia nixon; romance novel,10718,26,unigram; bigram; trigram
http://www.jstor.org/stable/community.28040605,Media Report to Women,,1980,,document,,reveal,Independent Voices; Feminist,1980-10-01,10,8,http://www.jstor.org/stable/community.28040605,,Women's Institute for Freedom of the Press,,,,"Washington, DC",cbs shall; feminist; media report; community development; communications; unesco; targeted jobs; director; decree; plaintiff class,14187,12,unigrams; bigrams; trigrams; fullText
ark://27927/phzg2v1107b,Tempting Fate	,Looking Past the Screen,2007,,chapter,,portico,,2007-01-01,,,,Mark Lynn Anderson,Duke University Press,eng,,,,smith hamon; clara smith; jake hamon; clara smith hamon; oklahoma; motion pictures; tempting fate; smith hamon’s; stillman; film industry,14037,34,unigram; bigram; trigram
ark://27927/pgk1pc2w579,South of the future: An overview of Latin American science fiction cinema,Science Fiction Film and Television,2009,,article,,portico,,2009-07-01,1,1,,Mariano. Paz,Project MUSE,eng,81,103,,cinema; mariano paz; martians; fiction cinema; argentina; parada; buenos; american; ciencia ficción; brazil,10330,23,unigram; bigram; trigram
ark://27927/phw6p2mqbv,Subjects under Study: Broadening the Perceptions of Future Filmmakers and Film Scholars,Journal of Film and Video,2012,,article,"""article""",portico,,2012-11-10,4,64,,Brett. Holden,Project MUSE,eng,23,37,,fussell norton; students; norton book; veteran; fussell norton book; service; military service; course; military; learning,9808,15,unigram; bigram; trigram
ark://27927/pbd68czq56,Notes,Managing knowledgeManaging knowledge,2009,10.1017/CBO9780511582486.018,chapter,,portico,,2009-01-01,,,https://doi.org/10.1017/CBO9780511582486.018,Steven Albert; Keith Bradley,Cambridge University Press,eng,183,196,,books online; cambridge; agency; employees; temporary agency; preferences; degrees conferred; job security; employment; labour,6203,14,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn91068401/1935-08-19/ed-1,"Henderson daily dispatch. : (Henderson, N.C.) 1914-1995, issue 1935-08-19","Henderson daily dispatch. : (Henderson, N.C.) 1914-1995",1935,,newspaper,,loc-chronam,,1935-08-19,,,https://chroniclingamerica.loc.gov/lccn/sn91068401/1935-08-19/ed-1/,,Henderson Dispatch Co.,eng,1,8,"Henderson, N.C.",,21178,8,unigram; fullText
ark://27927/pjbqkg76zhk,Issue Matter,International Journal of Wine Business Research,2024,,article,null,portico,,2024-06-14,2,36,,,Emerald Group Publishing,eng,,,,craft beer; sensory; hedonic; hedonic evaluation; origin; consumers; são paulo; sensory evaluation; sensory and hedonic; dryness astringency,91852,144,unigram; bigram; trigram
ark://27927/phx7cx2jjc1,"2. Coming Out as Jewish: Print, Stage, and Screen Displays",Passing Illusions,2017,,chapter,,portico,,2017-01-01,,,,"Wallach, Kerry",University of Michigan Press,eng,61,96,,jewish; jazz singer; jüdische rundschau; weimar; jewish characters; passing illusions; antisemitic; illusions revised; weimar jewish; german,14086,36,unigram; bigram; trigram
ark://27927/phzmzbdhwrs,Issue Matter,International Journal of Tourism Cities,2019,,article,,portico,,2019-06-20,2,5,,,Emerald Group Publishing,eng,,,,tourism; tourism cities; urban tourism; ijtc theme; tourists; sustainable tourism; tourism research; city tourism; destination; sustainability,119929,192,unigram; bigram; trigram
ark://27927/pjbn144654c,D,Encyclopedia of Modern Asia,2023,,chapter,,portico,,2023-12-19,,,,David Levinson; Karen Christensen,Berkshire Publishing Group,eng,227,310,,dances; dalai lama; tashkent uzbekistan; folk dances; nagar haveli; central asian; dagestan; balinese; akat damkoeng; tenzin gyatso,70726,84,unigram; bigram; trigram
http://www.jstor.org/stable/26359384,Roy Campbell and the Cowboy-Dandies,English in Africa,2016,,article,research-article,jstor,,2016-05-01,1,43,http://www.jstor.org/stable/26359384,Alannah Birch,Rhodes University,eng,31,56,,cowboy; campbells; cowboy dandies; roy campbell; dandyism; flaming terrapin; mazeppa; wild west; self styling; alannah birch,10761,26,unigrams; bigrams; trigrams
ark://27927/phzjsr529bb,Seeing Sarah Bernhardt: Performance and Silent Film by Victoria Duckett (review),Theatre History Studies,2017,10.1353/ths.2017.0024,article,,portico,,2017-12-11,null,36,http://doi.org/10.1353/ths.2017.0024,Laura M. Nelson,Project MUSE,eng,339,341,,bernhardt; sarah bernhardt; duckett; silent film; edwin booth; victoria duckett; duckett examines; american tragedian; bernhardt performance; audiences,1299,3,unigram; bigram; trigram
ark://27927/pgk1ff9zfcx,Reputational spillovers: Evidence from French architecture,Strategic Organization,2015,10.1177/1476127015597581,article,,portico,,2015-11-01,4,13,http://doi.org/10.1177/1476127015597581,Mustapha Belkhouja; Shahzad (Shaz) Ansari; Amélie Boutinot; Vincent Mangematin,SAGE Publications,eng,284,306,,reputation; reputational spillovers; spillovers; expert reputation; peer reputation; architecture; stakeholder; market reputation; market; companies,12856,23,unigram; bigram; trigram
http://www.jstor.org/stable/10.3366/j.ctv2mzb0m4.9,COOL BRITANNIA?,British Muslim Women in the Cultural and Creative Industries,2022,,chapter,chapter,jstor,,2022-01-01,,,http://www.jstor.org/stable/10.3366/j.ctv2mzb0m4.9,Saskia Warren,Edinburgh University Press,eng,63,89,Edinburgh,cultural; creative industries; muslim women; diversity; cultural policy; british muslim; arts council; religion; changing landscape; cultural industries,9123,26,unigrams; bigrams; trigrams; fullText
ark://27927/pgh27kkwxgj,untitled,American Ethnologist,2014,10.1111/amet.12111_8,article,,portico,,2014-11-01,4,41,http://doi.org/10.1111/amet.12111_8,KATHRYN M. DUDLEY,"John Wiley & Sons, Inc.",eng,779,780,,digital; indigenous; witchcraft; american ethnologist; waterston; niehaus; shining path; degregori; buddhism; witchcraft beliefs,31033,36,unigram; bigram; trigram
ark://27927/pjb8p3xsrq2,Not just a hijack: Imaginary worlds can enhance individual and group-level fitness,Behavioral and Brain Sciences,2022,10.1017/S0140525X21002144,article,article-commentary,portico,,2022-01-01,null,45,http://doi.org/10.1017/S0140525X21002144,Michael E. W. Varnum; Kurt Gray; Danica Wilbanks; Brent Stewart; Jordan W. Moon,Cambridge University Press,eng,e305,e305,,imaginary worlds; fictions; exploratory preferences; preferences; exploration; fictions with imaginary; dubourg; harry potter; speculative fictions; environments,104216,72,unigram; bigram; trigram
ark://27927/pgg1dtrxvw0,Thicker Than Water: The Origins of Blood as Symbol and Ritual,American Anthropologist,2006,10.1525/aa.2006.108.4.912,article,bookreview,portico,,2006-12-01,4,108,http://doi.org/10.1525/aa.2006.108.4.912,ANDREW P. LYONS,"John Wiley & Sons, Inc.",eng,912,913,,menominee; bourdieu; kuhl regimes; kabyles; menominee voices; domination; butler; hopewell; quichua speakers; male domination,42947,47,unigram; bigram; trigram
ark://27927/pjbmjkttvjq,Epilogue: ‘We&#39;ll Always Have Hong Kong&#39;,Hong Kong Pop Culture in the 1980s,2023,,chapter,,portico,,2023-01-01,,,,"Chu, Yiu-Wai",Amsterdam University Press,eng,,,,soccer; kong soccer; hong kong soccer; kong pop; koon chung; soccer team; hong kong pop; chung chan; koon chung chan; players,9625,18,unigram; bigram; trigram
ark://27927/phw94cc794,"The Market, Ideology, and Convention: Jingju Performers' Creativity in the 21st Century",TDR: The Drama Review,2012,,article,"""article""",portico,,2012-05-17,2,56,,Ruru. Li,Project MUSE,eng,131,151,,shanghai; theatre; audiences; shanghai style; chinese; shi yihong; entury jingju; abbot luo; shanghai jingju; zhongcheng,10909,21,unigram; bigram; trigram
ark://27927/pbd85zvd0h,NOTES,"Same Time, Same Station",2007,,chapter,,portico,,2007-01-01,,,,"Baughman, James L.",The Johns Hopkins University Press,eng,309,428,,television; university; wisconsin historical; broadcasting; whs box; american; nbc papers whs; folder; angeles; radio comedy,51755,120,unigram; bigram; trigram
ark://27927/phz9587m04z,"Handbook of New Media: Social Shaping and
                    Social Consequences of ICTs, Updated Student Edition",SAGE KNOWLEDGE,2010,10.4135/9781446211304,book,,portico,,2010-01-01,,,http://doi.org/10.4135/9781446211304,Leah Lievrouw; Sonia Livingstone,SAGE Publications,eng,,,,new media; communication; university; research; social; lievrouw; internet; technology; sonia livingstone; telecommunications,290666,497,unigram; bigram; trigram
ark://27927/pjb7tr62wzg,A Reluctant Bellwether:,Recollecting Lotte Eisner,2022,,chapter,,portico,,2022-11-08,,,,Naomi DeCelles,University of California Press,eng,40,74,,eisner; coverage; flapper; theater; darling pinup; berliner tageblatt; dame vulgaris; criticism; tiller girls; hans feld,18239,35,unigram; bigram; trigram
http://www.jstor.org/stable/48742400,Chapter 11,The American Jewish Year Book,2020,,article,research-article,jstor,,2020-01-01,,120,http://www.jstor.org/stable/48742400,Ira M. Sheskin; Arnold Dashefsky; Sarah Markowitz,American Jewish Committee,eng,491,631,,jewish; rabbinical; rabbis; judaism; organizations; jewish organizations; jewish education; cantorial; cantors; jewish community,56650,141,unigrams; bigrams; trigrams
ark://27927/phx68ddqspt,2 Fantasy factories,Swashbucklers,2015,,chapter,,portico,,2015-01-01,,,,James Chapman,Manchester University Press,eng,49,102,,scarlet pimpernel; adventures; robin hood; sir lancelot; lancelot; series; ivanhoe; costume adventure; buccaneers; adventure series,20284,54,unigram; bigram; trigram
http://www.jstor.org/stable/10.2979/ral.2010.41.4.109,Ousmane Sembene's Hall of Men: (En)Gendering Everyday Heroism,Research in African Literatures,2010,,article,research-article,jstor,,2010-12-01,4,41,http://www.jstor.org/stable/10.2979/ral.2010.41.4.109,Karen Lindo,Indiana University Press,en,109,124,,ibrahima; faat kiné; african; masculinity; ousmane; karen lindo; everyday heroism; female; samory touré; male characters,8939,16,unigrams; bigrams; trigrams
ark://27927/pgh1g3489pj,British Theatre Collections in the Harry Ransom Humanities Research Center,Theatre Survey,1998,10.1017/S0040557400003021,article,research-article,portico,,1998-05-01,1,39,http://doi.org/10.1017/S0040557400003021,Melissa Miller,Cambridge University Press,eng,63,72,,theatre arts; arts collection; holdings; theatre arts collection; humanities research; materials documenting; british theatre; materials; playwrights; research center,2348,10,unigram; bigram; trigram
ark://27927/phx3pfkzsx7,The Relationship of Intelligence to Creativity,Journal of Research in Music Education,1966,10.2307/3344280,article,,portico,,1966-12-01,4,14,http://doi.org/10.2307/3344280,Ray Moore,SAGE Publications,eng,243,253,,creativity; high creativity; intelligence; gifted; sage publications; getzels; gifted children; getzels and jackson; students; creativity students,4385,11,unigram; bigram; trigram
ark://27927/pjbdhg7r3j2,Using review articles to address societal grand challenges,International Journal of Management Reviews,2023,10.1111/ijmr.12335,article,article,portico,,2023-04-01,2,25,http://doi.org/10.1111/ijmr.12335,Dodo zu Knyphausen‐Aufsess; Tima Bansal; Jonathan Pinto; Herman Aguinis; Sven Kunisch; Hari Bapuji; Anne S. Tsui,"John Wiley & Sons, Inc.",eng,240,250,,grand challenges; societal grand; societal grand challenges; review articles; review; management; addressing societal; research; address societal; aguinis,10416,11,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn92070146/1931-11-05/ed-1,"Imperial Valley press. : (El Centro, Calif.) 1907-current, issue 1931-11-05","Imperial Valley press. : (El Centro, Calif.) 1907-current",1931,,newspaper,,loc-chronam,,1931-11-05,,,https://chroniclingamerica.loc.gov/lccn/sn92070146/1931-11-05/ed-1/,,D.D. Pellet,eng,1,14,"El Centro, Calif.",,43116,14,unigram; fullText
